interval_15min,frequency
2022-06-24,32.74121540733507
2022-06-25,0.7562804015407986
2022-06-26,1.2056510232725695
2022-06-27,35.27355049328125
2022-06-28,36.84666685033854
2022-06-29,35.7615581231033
2022-06-30,35.92846791141927
2022-07-01,30.93691847823351
2022-07-02,0.1600260403472222
2022-07-03,0.15984809233506944
2022-07-04,33.89055996416233
2022-07-05,34.117665062552085
2022-07-06,33.838563591328125
2022-07-07,34.3586849894401
2022-07-08,32.845937589257815
2022-07-09,1.0780512078125
2022-07-10,0.11862847043836805
2022-07-11,34.538155550915796
2022-07-12,37.300073803407116
2022-07-13,37.41111972446615
2022-07-14,37.3207508864783
2022-07-15,33.641714516015625
2022-07-16,1.045711795516493
2022-07-17,0.0
2022-07-18,36.71244355979123
2022-07-19,38.79376728511284
2022-07-20,36.31782554205729
2022-07-21,36.361809887157115
2022-07-22,33.76886741339844
2022-07-23,0.08670138484809027
2022-07-24,0.5897482650260416
2022-07-25,36.22141927044705
2022-07-26,34.750954841883676
2022-07-27,33.19061647361979
2022-07-28,34.2300738422092
2022-07-29,31.30837683562066
2022-07-30,0.29345919522135416
2022-07-31,0.08093315611111113
2022-08-01,33.085989665817706
2022-08-02,33.20605476719618
2022-08-03,32.41379785559896
2022-08-04,34.461783886137155
2022-08-05,30.885299524778645
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,31.748541615671005
2022-08-09,32.41035157791233
2022-08-10,32.36424920238715
2022-08-11,33.655338586351995
2022-08-12,31.592547825967447
2022-08-13,0.0
2022-08-14,0.05707031384722222
2022-08-15,33.26053810521051
2022-08-16,33.108133648407986
2022-08-17,32.578029397057286
2022-08-18,34.09536895328993
2022-08-19,31.749765770475694
2022-08-20,0.8792447985763889
2022-08-21,0.0
2022-08-22,33.166727346336806
2022-08-23,33.96049046977864
2022-08-24,33.74901912205729
2022-08-25,34.59039058552951
2022-08-26,31.979296903038193
2022-08-27,1.0548914935416667
2022-08-28,0.07555555800347223
2022-08-29,32.44308165422179
2022-08-30,34.139817795199654
2022-08-31,33.874774344483505
2022-09-01,34.12927518636285
2022-09-02,32.59296435142448
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,33.485581549596354
2022-09-06,34.026453877690976
2022-09-07,33.28710943172005
2022-09-08,34.708910592916666
2022-09-09,32.17442719558594
2022-09-10,0.16199652354166666
2022-09-11,0.0
2022-09-12,33.36432284055122
2022-09-13,32.99613778733197
2022-09-14,30.020928061772135
2022-09-15,35.60891493228515
2022-09-16,34.14378477554688
2022-09-17,1.0511241257552084
2022-09-18,0.0
2022-09-19,34.850269102443576
2022-09-20,35.286428026979166
2022-09-21,34.41765626537761
2022-09-22,34.4710806633724
2022-09-23,33.40627166306857
2022-09-24,0.14858940906249998
2022-09-25,0.08141927090277777
2022-09-26,35.02715283561198
2022-09-27,35.46068574084635
2022-09-28,34.96475704022569
2022-09-29,36.27216589379774
2022-09-30,34.14573786177691
2022-10-01,0.40605034763020836
2022-10-02,0.17578559038194444
2022-10-03,35.812026825325525
2022-10-04,36.30762149601562
2022-10-05,35.46643217834201
2022-10-06,35.72460500150608
2022-10-07,34.76378897992188
2022-10-08,2.060321182860243
2022-10-09,0.18138888976562498
2022-10-10,34.44559027929254
2022-10-11,35.692248232764754
2022-10-12,35.826198024192706
2022-10-13,36.63608494420573
2022-10-14,34.50571609385417
2022-10-15,0.40190103734375
2022-10-16,0.7507421838064237
2022-10-17,35.80182702943576
2022-10-18,37.09649306217014
2022-10-19,35.98322488720052
2022-10-20,37.003168356306425
2022-10-21,35.48157985323264
2022-10-22,1.2440624882812499
2022-10-23,0.0
2022-10-24,37.33363278720486
2022-10-25,37.58090694093316
2022-10-26,36.533411449953554
2022-10-27,38.083402714222224
2022-10-28,35.895451389348956
2022-10-29,2.946840253936632
2022-10-30,0.040099826124131946
2022-10-31,36.30535151529167
2022-11-01,36.7908723687717
2022-11-02,36.376527653151044
2022-11-03,37.289066860312495
2022-11-04,35.76620227347656
2022-11-05,0.403580728515625
2022-11-06,0.05569010310763889
2022-11-07,36.990312571312934
2022-11-08,37.20944013527778
2022-11-09,35.64840708297179
2022-11-10,36.875937487751735
2022-11-11,34.75668843813281
2022-11-12,7.300273378576389
2022-11-13,0.0
2022-11-14,37.72071615355469
2022-11-15,36.91391061787066
2022-11-16,36.80414495874262
2022-11-17,36.178350498532986
2022-11-18,33.34102437407552
2022-11-19,2.8114192676215275
2022-11-20,0.16486545569878472
2022-11-21,35.494960917482636
2022-11-22,37.337117913003475
2022-11-23,35.50655375929687
2022-11-24,35.66072482777778
2022-11-25,34.68475261822917
2022-11-26,11.926249992517361
2022-11-27,0.27148437582899304
2022-11-28,34.81572480414497
2022-11-29,33.634960933736984
2022-11-30,36.553980218418836
2022-12-01,37.70462682763889
2022-12-02,34.6359289836632
2022-12-03,0.26602430228298607
2022-12-04,0.3305034720355903
2022-12-05,36.95223101132378
2022-12-06,37.689474910334205
2022-12-07,36.33689665450955
2022-12-08,37.70540801928386
2022-12-09,34.33459220943837
2022-12-10,5.701844664900173
2022-12-11,1.7339713805164931
2022-12-12,34.910178028834636
2022-12-13,37.97815095969618
2022-12-14,35.32425790598958
2022-12-15,37.03979603032986
2022-12-16,34.41415378029948
2022-12-17,0.32511718571180553
2022-12-18,0.23217013893229166
2022-12-19,36.93924921333333
2022-12-20,37.11000435569444
2022-12-21,36.030729001116754
2022-12-22,37.789769824383676
2022-12-23,32.66463103570226
2022-12-24,0.06482638915364584
2022-12-25,0.10045572784288193
2022-12-26,8.088098885217013
2022-12-27,31.633667617191843
2022-12-28,32.32241306712239
2022-12-29,33.15893232350781
2022-12-30,29.490342802473958
2022-12-31,0.0
2023-01-01,0.07852864596788194
2023-01-02,32.861710012886284
2023-01-03,33.851180568519965
2023-01-04,35.64739582960069
2023-01-05,36.643485141358504
2023-01-06,34.655846269644094
2023-01-07,0.8617360989105903
2023-01-08,0.0
2023-01-09,36.915303846731334
2023-01-10,37.88315532264757
2023-01-11,36.78400168755642
2023-01-12,37.65458333098958
2023-01-13,35.53426220871875
2023-01-14,2.194696197921007
2023-01-15,0.8011935800520833
2023-01-16,35.75938366333333
2023-01-17,37.81283854223958
2023-01-18,36.59055973528212
2023-01-19,37.961189183272566
2023-01-20,35.78279106328993
2023-01-21,2.086414935302517
2023-01-22,0.0
2023-01-23,36.79359396746528
2023-01-24,36.23059910080729
2023-01-25,35.843837128220486
2023-01-26,37.58526905480469
2023-01-27,35.57835948322917
2023-01-28,2.4758463667404516
2023-01-29,0.5412977495008681
2023-01-30,35.98539070716146
2023-01-31,37.28621518760374
2023-02-01,36.762087681510415
2023-02-02,39.486983349934896
2023-02-03,35.423354953784724
2023-02-04,3.0001388688368054
2023-02-05,0.036940104431423613
2023-02-06,35.623151111831596
2023-02-07,36.88970055336372
2023-02-08,35.49629785891927
2023-02-09,37.02764326945616
2023-02-10,34.17741326502604
2023-02-11,2.4512543297309026
2023-02-12,0.0
2023-02-13,35.76901485217882
2023-02-14,36.30467455771267
2023-02-15,36.22900172436198
2023-02-16,38.714031952364586
2023-02-17,36.14549492410156
2023-02-18,2.8670052464756943
2023-02-19,0.35674479935763886
2023-02-20,36.598654632300345
2023-02-21,36.837816758524305
2023-02-22,36.28537325244401
2023-02-23,36.1205816647526
2023-02-24,34.63701395788194
2023-02-25,2.5904947784157986
2023-02-26,0.07221354047743055
2023-02-27,34.90964849241754
2023-02-28,35.61515648123698
2023-03-01,35.296276186699224
2023-03-02,36.31317274141927
2023-03-03,34.583033829322915
2023-03-04,0.03842881818576389
2023-03-05,0.6009418658246527
2023-03-06,36.2128993265842
2023-03-07,36.32979164552951
2023-03-08,35.93168848281684
2023-03-09,36.05711813866753
2023-03-10,35.257708353328994
2023-03-11,1.9221875163368054
2023-03-12,0.5097829865104166
2023-03-13,36.76845911661024
2023-03-14,37.37756947190625
2023-03-15,36.49980014732205
2023-03-16,37.246289007569445
2023-03-17,35.650112726857635
2023-03-18,0.0790798614453125
2023-03-19,0.0
2023-03-20,36.3503254331901
2023-03-21,36.89511713569011
2023-03-22,37.2848611558941
2023-03-23,37.46482191795486
2023-03-24,34.90533849450087
2023-03-25,0.5014973953342013
2023-03-26,0.0
2023-03-27,36.01694443460938
2023-03-28,35.332986276436635
2023-03-29,35.40751295481076
2023-03-30,37.430425271532116
2023-03-31,35.79244364558594
2023-04-01,0.5153775993229167
2023-04-02,0.15519531402777778
2023-04-03,35.5322700103559
2023-04-04,36.6478386108941
2023-04-05,36.49893655725695
2023-04-06,36.29013435063368
2023-04-07,30.35809020947917
2023-04-08,1.4076822847569443
2023-04-09,0.0
2023-04-10,8.360004267703994
2023-04-11,35.982795039401914
2023-04-12,36.46520832894097
2023-04-13,36.948294236631945
2023-04-14,34.869895724900175
2023-04-15,0.9023958229340278
2023-04-16,0.05043402811197917
2023-04-17,36.10213536365452
2023-04-18,36.217235215221784
2023-04-19,36.33612400651909
2023-04-20,37.09490883700955
2023-04-21,35.426805601671006
2023-04-22,0.17507378094618053
2023-04-23,0.0
2023-04-24,37.172018225164926
2023-04-25,37.54213527696181
2023-04-26,36.96374987041797
2023-04-27,8.127851466276041
2023-04-28,29.650720455559895
2023-04-29,1.3010850862803818
2023-04-30,0.0
2023-05-01,36.18021703448351
2023-05-02,36.43168395030816
2023-05-03,36.485390490813366
2023-05-04,36.59445313294271
2023-05-05,34.70203540999566
2023-05-06,1.1275043421267361
2023-05-07,0.07796874973524305
2023-05-08,36.93217858921441
2023-05-09,37.53173176034809
2023-05-10,33.93241311790364
2023-05-11,35.699843711458335
2023-05-12,34.51117622296875
2023-05-13,0.9207638758506945
2023-05-14,0.0
2023-05-15,37.2035025930625
2023-05-16,38.27654083417101
2023-05-17,37.62503908674913
2023-05-18,9.923372328242188
2023-05-19,30.04429677335156
2023-05-20,0.8191232598046875
2023-05-21,0.0
2023-05-22,37.559283925442706
2023-05-23,36.80019089571658
2023-05-24,36.68578557320616
2023-05-25,37.581432296416665
2023-05-26,34.71934029224349
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,8.280000021006943
2023-05-30,36.94442281144965
2023-05-31,36.607343759114585
2023-06-01,38.36130212259549
2023-06-02,34.62130208840278
2023-06-03,0.050434029765625
2023-06-04,0.16907985839409723
2023-06-05,36.61256943701389
2023-06-06,37.225104138394094
2023-06-07,36.93356774346788
2023-06-08,37.10640191794965
2023-06-09,35.87487858368924
2023-06-10,0.45779947439236107
2023-06-11,0.448593745625
2023-06-12,37.2852342940842
2023-06-13,38.370768235798614
2023-06-14,37.42296015059462
2023-06-15,38.445785672296005
2023-06-16,35.124162436569016
2023-06-17,0.0
2023-06-18,0.916085067703993
2023-06-19,37.40597224241753
2023-06-20,38.197074684049475
2023-06-21,37.091974874466146
2023-06-22,37.91958345130208
2023-06-23,35.583021020091145
2023-06-24,0.27363715072482636
2023-06-25,0.0
2023-06-26,36.77944446278646
2023-06-27,38.236063431605906
2023-06-28,38.23486542957031
2023-06-29,38.59969605764757
2023-06-30,35.04229598667101
2023-07-01,0.05155381725694445
2023-07-02,0.0
2023-07-03,36.899414118804685
2023-07-04,38.39867181921441
2023-07-05,36.50069880659289
2023-07-06,37.68624136202257
2023-07-07,36.249826402404516
2023-07-08,0.07518663009114585
2023-07-09,0.726948784470486
2023-07-10,36.88410159531684
2023-07-11,38.051792532087674
2023-07-12,38.09940521500868
2023-07-13,38.26368052424913
2023-07-14,35.04930129083941
2023-07-15,0.5690972037534722
2023-07-16,0.0
2023-07-17,36.61689676430556
2023-07-18,38.27368912266059
2023-07-19,36.75370219860677
2023-07-20,37.812009510230034
2023-07-21,35.23964413026476
2023-07-22,0.47320746051649304
2023-07-23,0.0
2023-07-24,37.38067708175521
2023-07-25,37.63282984670139
2023-07-26,36.08251302536024
2023-07-27,37.56932722226042
2023-07-28,34.336180546150175
2023-07-29,0.13259114655815973
2023-07-30,0.41825521240885416
2023-07-31,35.90857627301215
2023-08-01,43.97134108417535
2023-08-02,36.730816066371524
2023-08-03,37.657517218806426
2023-08-04,34.86540362342014
2023-08-05,0.7281336618706598
2023-08-06,0.23687933882378473
2023-08-07,36.97299481768229
2023-08-08,36.71190106714844
2023-08-09,36.01860246240886
2023-08-10,37.749665933385415
2023-08-11,34.98370222499132
2023-08-12,0.12011284629340278
2023-08-13,0.972065965360243
2023-08-14,38.606549562881945
2023-08-15,39.852447927230905
2023-08-16,38.81564253520833
2023-08-17,38.46303825836805
2023-08-18,36.111284699835075
2023-08-19,3.889774301701389
2023-08-20,3.8017100243532984
2023-08-21,37.52629786556597
2023-08-22,39.03778198880729
2023-08-23,38.63454424010417
2023-08-24,39.068849763103294
2023-08-25,38.021558140716145
2023-08-26,3.8427604717230905
2023-08-27,3.8472352953906253
2023-08-28,38.54636275690538
2023-08-29,40.77338524333333
2023-08-30,41.00116752842448
2023-08-31,41.76287753474392
2023-09-01,40.08736973168837
2023-09-02,8.70966567575521
2023-09-03,8.652078923081598
2023-09-04,40.181927108807294
2023-09-05,40.03916218138021
2023-09-06,39.41055535699653
2023-09-07,40.17744346124132
2023-09-08,37.79447902246962
2023-09-09,3.6926518313237846
2023-09-10,3.707447849930556
2023-09-11,39.87145809657552
2023-09-12,39.888428694796005
2023-09-13,39.52825516719184
2023-09-14,39.22534283828559
2023-09-15,37.11308597447483
2023-09-16,4.668576303315972
2023-09-17,3.943033769609375
2023-09-18,40.144518130325515
2023-09-19,39.579249095131075
2023-09-20,40.00681426369791
2023-09-21,39.940520652560764
2023-09-22,37.73241322987847
2023-09-23,3.883858422369792
2023-09-24,3.6493749055685765
2023-09-25,39.041961690746525
2023-09-26,40.61249561189236
2023-09-27,40.03936631157118
2023-09-28,39.65306420711806
2023-09-29,37.34347648671007
2023-09-30,3.7067316745399306
2023-10-01,3.720442647686632
2023-10-02,39.733558951966145
2023-10-03,40.54551202975694
2023-10-04,38.63036901936632
2023-10-05,40.13299926549913
2023-10-06,36.876796960204
2023-10-07,4.202252599813368
2023-10-08,4.388216036098091
2023-10-09,40.011449615058595
2023-10-10,39.85554676921745
2023-10-11,39.51451816581597
2023-10-12,39.39354174893967
2023-10-13,37.54083769085373
2023-10-14,3.7069053847829863
2023-10-15,3.663940943029514
2023-10-16,38.564869839875
2023-10-17,37.95134557180469
2023-10-18,39.85555563559028
2023-10-19,41.6051951897309
2023-10-20,39.212330737894966
2023-10-21,3.700742242934028
2023-10-22,3.9290190338324655
2023-10-23,40.0317838541276
2023-10-24,41.5973005141493
2023-10-25,40.936636262756075
2023-10-26,41.01793820179253
2023-10-27,38.75643227269097
2023-10-28,4.933619768168403
2023-10-29,4.165308127677951
2023-10-30,40.88329428447309
2023-10-31,40.998168396467015
2023-11-01,40.85340708011719
2023-11-02,39.59812484363715
2023-11-03,38.42736532786675
2023-11-04,3.693580665368924
2023-11-05,4.069982642795138
2023-11-06,38.61939244523394
2023-11-07,40.00433166704427
2023-11-08,39.94851125965278
2023-11-09,40.66305558801215
2023-11-10,38.44772578877604
2023-11-11,4.095937391163194
2023-11-12,4.051523344487847
2023-11-13,41.34479597711371
2023-11-14,41.77500857127647
2023-11-15,40.622135318975694
2023-11-16,39.97215289565104
2023-11-17,38.24640642954427
2023-11-18,5.759421301392196
2023-11-19,5.317534690026042
2023-11-20,39.91306426798611
2023-11-21,39.800677148621524
2023-11-22,39.51333776957552
2023-11-23,39.772643188381075
2023-11-24,37.214379507608506
2023-11-25,5.7984200992647565
2023-11-26,4.568224757955729
2023-11-27,40.605885670451386
2023-11-28,41.080173790507814
2023-11-29,39.49244379767795
2023-11-30,37.021484551994796
2023-12-01,36.87084220882813
2023-12-02,4.467773491597222
2023-12-03,4.000173681571181
2023-12-04,38.247613108177084
2023-12-05,38.6611155256684
2023-12-06,39.893928083606774
2023-12-07,38.96210071785156
2023-12-08,36.47754354468316
2023-12-09,7.819791638224827
2023-12-10,8.854214420065103
2023-12-11,39.23294273193142
2023-12-12,39.60744800506077
2023-12-13,40.784127529526906
2023-12-14,39.834149297890626
2023-12-15,36.92057719931424
2023-12-16,5.712118033910591
2023-12-17,3.6108115978906246
2023-12-18,38.155199801076385
2023-12-19,40.25546883155295
2023-12-20,38.42383238846788
2023-12-21,40.000889672288196
2023-12-22,36.11015615937066
2023-12-23,10.56191398890625
2023-12-24,8.392035530572917
2023-12-25,11.66615015423177
2023-12-26,12.033177092243925
2023-12-27,34.04115906360677
2023-12-28,35.565238734860245
2023-12-29,33.12325526393099
2023-12-30,3.647564983997396
2023-12-31,3.720802896506076
2024-01-01,11.63995227204861
2024-01-02,37.50295131849826
2024-01-03,37.558550350572915
2024-01-04,38.38748721078993
2024-01-05,37.220872586243054
2024-01-06,4.715251693454861
2024-01-07,4.556271646059027
2024-01-08,38.220742184434464
2024-01-09,38.86548183378472
2024-01-10,38.01162763462239
2024-01-11,39.89039936026909
2024-01-12,36.76125000092665
2024-01-13,6.251740410419704
2024-01-14,3.8675780825694446
2024-01-15,38.9727866377257
2024-01-16,39.14145398685634
2024-01-17,38.64885422603299
2024-01-18,38.98092448730035
2024-01-19,37.04433174109809
2024-01-20,4.38307294608073
2024-01-21,4.702486977921007
2024-01-22,36.33858564887997
2024-01-23,32.3985895589515
2024-01-24,31.769058075537117
2024-01-25,41.18778638958768
2024-01-26,37.703376848125
2024-01-27,4.71046884470486
2024-01-28,3.6902083193967012
2024-01-29,39.301640605993924
2024-01-30,40.69903651692014
2024-01-31,39.51927526803819
2024-02-01,39.665143315260416
2024-02-02,37.55210495174479
2024-02-03,4.039518161835938
2024-02-04,4.6358028551692705
2024-02-05,39.31928821235069
2024-02-06,40.41699654860677
2024-02-07,39.12725271062066
2024-02-08,39.9469401033941
2024-02-09,37.897842798003474
2024-02-10,4.369058148615451
2024-02-11,3.954140581901042
2024-02-12,39.448645906467014
2024-02-13,39.71049911092882
2024-02-14,39.97362855332465
2024-02-15,40.667361131753474
2024-02-16,37.71771717513021
2024-02-17,3.6469704676302084
2024-02-18,4.489787328628473
2024-02-19,38.50461371021267
2024-02-20,38.9968489584375
2024-02-21,35.33882378793837
2024-02-22,39.70181427774089
2024-02-23,37.8795487791276
2024-02-24,3.6745702044444446
2024-02-25,3.6801084080989583
2024-02-26,38.817296127022566
2024-02-27,40.14526041951389
2024-02-28,39.37957038825087
2024-02-29,39.97759114126302
2024-03-01,37.9201563666888
2024-03-02,3.7285372266449652
2024-03-03,4.206497319765625
2024-03-04,39.147361238181425
2024-03-05,40.10047310368056
2024-03-06,39.49023434608854
2024-03-07,39.748112042152776
2024-03-08,38.087591234348956
2024-03-09,4.620854978038195
2024-03-10,3.8142360448784722
2024-03-11,39.516410661354165
2024-03-12,39.9556597597092
2024-03-13,39.020807422000864
2024-03-14,39.8322719689749
2024-03-15,37.19589928880129
2024-03-16,4.113993015572917
2024-03-17,3.725390537048611
2024-03-18,39.00590714249132
2024-03-19,40.433485218459204
2024-03-20,39.46486555226129
2024-03-21,39.02232647850564
2024-03-22,36.627638921501735
2024-03-23,4.128476524461806
2024-03-24,3.7264626886241317
2024-03-25,39.44053820118055
2024-03-26,39.691423508051216
2024-03-27,39.32453989094184
2024-03-28,39.399795903235244
2024-03-29,34.49148006875
2024-03-30,3.883120569882813
2024-03-31,3.9637759774587678
2024-04-01,11.652647594496528
2024-04-02,39.874852515863715
2024-04-03,39.40917978530772
2024-04-04,39.827347950943576
2024-04-05,37.585021697009545
2024-04-06,4.388524260646702
2024-04-07,3.6889799832118055
2024-04-08,39.85636715054687
2024-04-09,40.74460933452691
2024-04-10,38.69946172844618
2024-04-11,40.25045566685764
2024-04-12,36.71730891695834
2024-04-13,3.686037303576389
2024-04-14,3.963875821861979
2024-04-15,40.98950080746962
2024-04-16,40.09491321204427
2024-04-17,40.28095931514583
2024-04-18,40.18656252096354
2024-04-19,38.15637163907552
2024-04-20,3.8089756418923613
2024-04-21,4.1368489879644095
2024-04-22,39.304718071610246
2024-04-23,39.53727424987847
2024-04-24,38.78852871819445
2024-04-25,39.23007813684896
2024-04-26,37.85393674110677
2024-04-27,3.6847308228125004
2024-04-28,3.704908811358507
2024-04-29,38.91385419181858
2024-04-30,39.665902651831594
2024-05-01,38.94608068199653
2024-05-02,39.64854594800347
2024-05-03,37.18858513397569
2024-05-04,5.216449558763021
2024-05-05,3.665993894075521
2024-05-06,39.58026480885851
2024-05-07,39.899878369631075
2024-05-08,37.65921004070182
2024-05-09,11.545204021950086
2024-05-10,32.397022577516495
2024-05-11,4.070134468637153
2024-05-12,4.096267327986979
2024-05-13,38.3551041734809
2024-05-14,39.95353279360243
2024-05-15,40.7039495874349
2024-05-16,40.2812629137717
2024-05-17,38.17999997728298
2024-05-18,3.6918316283506947
2024-05-19,4.034895832213542
2024-05-20,12.242287259036459
2024-05-21,39.719414109887154
2024-05-22,40.32259978603212
2024-05-23,41.550082233653214
2024-05-24,37.70855462798611
2024-05-25,4.085225704548611
2024-05-26,3.9294748156336805
2024-05-27,38.40282095148003
2024-05-28,39.993815096688365
2024-05-29,39.708333258884544
2024-05-30,40.37446592341146
2024-05-31,38.73332029340278
2024-06-01,3.9009939033723957
2024-06-02,4.583867140863715
2024-06-03,39.125868101076385
2024-06-04,39.90879313815105
2024-06-05,39.4981365523868
2024-06-06,39.58003325998125
2024-06-07,37.7374457161375
2024-06-08,4.3563833021125005
2024-06-09,3.533062457958333
2024-06-10,39.144562581479164
2024-06-11,39.68574581567916
