,Toevoer toren 1,Afvoer toren 1,Afvoer toren 3,Toevoer toren 2,Afvoer toren 2,Toevoer toren 3,Afvoer toren 4,Toevoer toren 5,Afvoer toren 5,Toevoer toren 4,Toevoer toren 7,Toevoer toren 6,Afvoer toren 6,Afvoer toren 7,Afvoer toren 8,Toevoer toren 8,Toevoer bijgebouw,Afvoer bijgebouw,Afvoer vergadercentrum,Toevoer vergardercentrum,Afvoer 1 keuken,Toevoer auditorium,Afvoer auditorium,Toevoer keuken,Afvoer 2 keuken
2021-12-09,2.4792600183046085,1.2396300091523043,0.37564545731888005,1.8030981951306244,1.0142427347609762,1.12693637195664,0.5259036402464321,0.9766781890290882,0.0,1.8406627408625122,1.9157918323262884,0.9391136432972002,0.56346818597832,0.41321000305076805,1.2396300091523043,1.9157918323262884,2.4041309268408324,1.8030981951306244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-10,0.6672877442569086,0.37071541347606035,0.14828616539042414,0.5190015788664845,0.29657233078084827,0.44485849617127243,1.112146240428181,0.5190015788664845,0.0,3.9295833828462396,0.963860075037757,1.112146240428181,1.112146240428181,0.29657233078084827,0.7414308269521207,1.038003157732969,1.8535770673803018,1.927720150075514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-11,1.60855068200523,0.7569650268259907,0.28386188505974647,2.3655157088312206,1.2300681685922348,0.8515856551792395,0.0,0.0,0.0,0.09462062835324883,1.8924125670649765,0.8515856551792395,0.47310314176624413,0.47310314176624413,1.8924125670649765,2.743998222244216,3.406342620716958,2.743998222244216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-12,0.0,0.0,0.8955154237579364,0.4477577118789682,0.0,1.7910308475158727,0.0,0.0,0.0,0.0,1.3432731356369045,0.0,0.0,0.0,1.7910308475158727,2.686546271273809,7.164123390063491,6.268607966305554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-13,1.8595634419980818,0.9071041180478447,0.40819685312153015,1.5420770006813362,0.7710385003406681,1.133880147559806,0.45355205902392237,0.952459323950237,0.0,1.2245905593645905,2.449181118729181,1.0885249416574136,0.6349728826334914,0.8617489121454526,1.133880147559806,1.7234978242909051,2.5398915305339655,1.904918647900474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-14,1.0465327118051502,0.6825213337859675,0.45501422252397833,1.092034134057548,0.6825213337859675,1.5015469343291283,0.5005156447763761,0.9555298673003544,0.0,1.1830369785623436,1.8200568900959133,1.1375355563099459,0.6370199115335696,3.412606668929837,0.8645270227955588,1.0465327118051502,2.502578223881881,1.8200568900959133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-15,1.3004225669870983,0.7895422728135955,0.4179929679601388,1.579084545627191,0.8824295990269596,1.4397535563071446,0.46443663106682087,1.021760588347006,0.0,1.2539789038804163,1.579084545627191,1.3004225669870983,0.6966549466002313,1.021760588347006,1.021760588347006,1.2075352407737343,2.5079578077608327,1.9041901873739655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-16,1.369826813920855,0.6595462437396709,0.355140285090592,1.014686528830263,0.5580775908566445,1.2176238345963155,0.5073432644151314,0.8624835495057235,0.0,1.1668895081548023,1.9279044047774994,1.2176238345963155,0.6595462437396709,2.130841710543552,1.065420855271776,1.420561140362368,2.6381849749586834,1.9786387312190126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-17,1.1978797507137524,0.5749822803426011,0.4312367102569509,0.8145582304853516,0.4791519002855009,1.1978797507137524,0.5749822803426011,0.8624734205139017,0.0,1.102049370656652,2.1082683612562043,0.8624734205139017,0.4791519002855009,2.1082683612562043,1.1499645606852023,1.8207772210849036,2.1561835512847543,1.6770316509992533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-18,0.0,0.0,2.2113340574139104,0.0,0.0,3.3170010861208654,0.0,0.0,0.0,0.0,1.1056670287069552,0.0,0.0,2.2113340574139104,0.0,0.0,1.1056670287069552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-19,0.0,0.0,2.1220452299538675,0.0,0.0,3.183067844930801,1.0610226149769337,1.0610226149769337,0.0,1.0610226149769337,0.0,0.0,0.0,1.0610226149769337,0.0,0.0,0.0,1.0610226149769337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-20,1.4323598574597158,0.7161799287298579,0.4297079572379148,1.002651900221801,0.5251986144018959,1.1936332145497632,0.4774532858199053,0.9071612430578201,0.0,0.9071612430578201,2.1962851147715643,1.1458878859677728,0.6684346001478674,2.1007944576075834,1.1458878859677728,1.8143224861156402,2.2917757719355456,1.718831828951659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-21,1.4944241866075736,0.7472120933037868,0.3736060466518934,1.2609204074501403,0.7005113374723002,1.2142196516186536,0.5137083141463534,0.9340151166297336,0.0,1.1208181399556802,2.1015340124169004,1.1208181399556802,0.6071098258093268,1.9614317449224405,1.167518895787167,1.727927965765007,2.5218408149002807,1.8680302332594672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-22,1.3922777216881128,0.7185949531293485,0.31438529199409,1.437189906258697,0.7185949531293485,0.8982436914116857,0.4042096611352586,0.6736827685587643,0.0,0.8982436914116857,1.8413995673939556,1.1677167988351913,0.6736827685587643,1.88631175196454,1.1677167988351913,1.8413995673939556,2.2905214130997984,1.7515751982527872,0.0,0.0,0.04491218457058428,0.13473655371175286,0.04491218457058428,0.22456092285292142,0.04491218457058428
2021-12-23,1.2213354680678954,0.66155671187011,0.35622284485313616,1.2213354680678954,0.6106677340339477,0.9160016010509215,0.6106677340339477,0.9160016010509215,0.0,0.9668905788870837,2.0355591134464923,0.9668905788870837,0.5597787561977854,2.137337069118817,1.1195575123955708,1.6793362685933562,2.5953378696442777,1.9337811577741675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-24,1.1042219412251202,0.5196338546941742,0.38972539102063064,0.584588086530946,0.3247711591838589,0.9743134775515767,0.5196338546941742,0.9093592457148049,0.0,0.9093592457148049,1.8187184914296097,0.9743134775515767,0.5196338546941742,2.078535418776697,1.0392677093883484,1.5589015640825226,2.5981692734708712,2.013581186939925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-25,0.0,0.0,0.0,0.0,0.0,3.212358638367741,0.0,0.0,0.0,0.0,0.0,0.0,3.212358638367741,0.0,0.0,0.0,0.0,3.212358638367741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,0.0,0.0,4.126480919556458,0.0,0.0,4.126480919556458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-27,1.1157547111118873,0.5578773555559436,0.39051414888916053,0.8368160333339155,0.5020896200003493,0.7252405622227267,0.5020896200003493,0.7252405622227267,0.0,0.7810282977783211,1.2831179177786705,0.7810282977783211,0.44630188444475494,2.1757216866681803,0.9483915044451042,1.3389056533342647,2.566235835557341,1.8967830088902085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-28,1.0439475200130353,0.5219737600065176,0.3653816320045623,0.7307632640091246,0.4697763840058658,1.0439475200130353,0.5741711360071693,0.8351580160104282,0.0,1.0439475200130353,1.6703160320208563,0.8873553920110799,0.5219737600065176,2.140092416026722,0.9917501440123834,1.5659212800195528,2.4532766720306327,1.8791055360234632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-29,1.1542766732710958,0.604621114570574,0.38475889109036526,0.8794488939208349,0.4946900028304696,0.8794488939208349,0.5496555587005219,0.7695177821807305,0.0,0.8244833380507827,1.5940011202315132,0.9893800056609392,0.5496555587005219,2.143656678932035,0.9344144497908871,1.3741388967513044,2.3085533465421917,1.8688288995817741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-30,1.0041160509421267,0.451852222923957,0.451852222923957,0.8534986433008076,0.5020580254710634,1.0041160509421267,0.602469630565276,0.6526754331123823,0.0,0.8534986433008076,1.7069972866016152,0.8534986433008076,0.5020580254710634,2.1588495095255724,1.0041160509421267,1.50617407641319,2.1588495095255724,1.807408891695828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,0.6171027047541793,0.30855135237708964,0.46282702856563446,0.3856891904713621,0.15427567618854482,1.2342054095083586,0.5399648666599068,0.8485162190369966,0.0,0.6942405428484517,1.5427567618854483,1.1570675714140861,0.6942405428484517,2.082721628545355,0.7713783809427242,1.0799297333198137,1.9284459523568103,1.7741702761682656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,2.649661624743707,0.0,0.0,5.299323249487414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3248308123718535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,0.0,0.0,2.61271887709672,0.0,0.0,5.22543775419344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,1.2317485786440925,0.6405092608949281,0.4434294883118733,1.0346688060610376,0.5419693746034007,1.133208692352565,0.5419693746034007,0.7883190903322191,0.0,0.9853988629152739,2.0693376121220752,0.8375890334779829,0.49269943145763695,2.1678774984136027,1.133208692352565,1.7244480101017294,2.5127671004339485,1.9707977258305478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,1.3326838525659286,0.6663419262829643,0.38076681501883675,1.0947045931791557,0.6187460744056097,1.0947045931791557,0.5235543706509006,0.9043211856697373,0.0,0.9995128894244465,2.0942174826036024,1.0947045931791557,0.6187460744056097,2.0466216307262477,0.9995128894244465,1.4754714081979925,2.5225801494997935,1.8562382232168293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05,1.2896548614775125,0.6670628593849203,0.35576685833862415,1.1117714323082004,0.6670628593849203,1.0673005750158724,0.4002377156309522,0.8449462885542323,0.0,0.8894171458465603,1.9567177208624327,1.0673005750158724,0.6225920020925922,1.9122468635701046,1.0228297177235444,1.6009508625238087,2.2680137219087286,1.7343634344007925,0.0,0.0,0.35576685833862415,0.0,0.0,1.1562422896005284,0.35576685833862415
2022-01-06,1.1861624620210827,0.6326199797445774,0.3163099898722887,0.948929969616866,0.5140037335424691,0.948929969616866,0.3953874873403609,0.7116974772126495,0.0,1.0280074670849382,1.7001661955635519,0.6721587284786135,0.3953874873403609,1.6210886980954795,1.1070849645530105,1.5815499493614436,2.1746311803719847,1.6606274468295157,0.0,0.0,0.7907749746807218,0.0,0.0,2.253708677840057,0.7116974772126495
2022-01-07,1.0157343543064852,0.5078671771532426,0.429733765283513,0.5860005890229723,0.3516003534137833,0.8204008246321611,0.7813341186972963,0.7422674127624315,0.0,0.9766676483716203,1.5626682373945926,0.859467530567026,0.5078671771532426,1.5236015314597278,1.2110678839808093,1.718935061134052,1.9142685908083759,1.484534825524863,0.0,0.0,0.7422674127624315,0.0,0.0,2.2658689442221593,0.7422674127624315
2022-01-08,0.6087540090315255,0.3043770045157628,0.4565655067736442,0.7609425112894069,0.3043770045157628,0.4565655067736442,0.0,0.0,0.0,0.0,0.6087540090315255,0.0,0.0,1.3696965203209326,2.587204538383984,3.804712556447035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09,0.0,0.0,0.5061605937469441,0.0,0.0,0.5061605937469441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.555445343722496,6.327007421836801,0.25308029687347205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10,1.0854333470596138,0.5602236629985103,0.665265599810731,0.9103634523725792,0.49019570512369653,0.7703075366229517,1.2254892628092413,0.7352935576855448,0.0,0.9803914102473931,1.6106430311207172,0.8403354944977655,0.49019570512369653,1.7156849679329378,1.1904752838718344,1.7156849679329378,1.8907548626199724,1.4355731364336826,0.0,0.0,0.665265599810731,0.0,0.0,1.9607828204947861,0.6302516208733241
2022-01-11,1.189567953232396,0.6297712693583273,0.8047077330689737,1.0496187822638787,0.5248093911319394,0.8746823185532323,1.2595425387166546,0.6997458548425858,0.0,0.9796441967796201,1.784351929848594,0.839695025811103,0.48982209838981006,1.6444027588800767,1.189567953232396,1.784351929848594,1.8893138080749816,1.4344790024273009,0.0,0.0,0.6647585621004565,0.0,0.0,1.9592883935592402,0.6297712693583273
2022-01-12,0.9826808173750511,0.5095382016018783,0.6915161307454063,1.164658746518579,0.5095382016018783,0.8370984740602286,1.346636675662107,0.7643073024028175,0.0,1.091867574861168,1.7833837056065742,0.8734940598889342,0.5095382016018783,1.6378013622917518,1.1282631606898734,1.6378013622917518,2.0381528064075134,1.4558234331482238,0.0,0.0,0.6187249590879951,0.0,0.03639558582870559,1.8197792914352797,0.5823293732592895
2022-01-13,1.1246116659863514,0.5623058329931757,0.8083146349276902,1.4760528116070863,0.7028822912414697,0.9137469786139106,1.4057645824829395,0.7731705203656166,0.0,1.1246116659863514,2.460088019345144,0.7380264058035432,0.4568734893069553,1.7572057281036741,1.159755780548425,1.6869174989795273,1.968070415476115,1.370620467920866,0.0,0.0,0.6677381766793962,0.0,0.0,2.038358644600262,0.6325940621173227
2022-01-14,1.0695882318631056,0.5520455390261191,0.8280683085391786,0.9660796932957083,0.48303984664785415,0.9660796932957083,1.3801138475652976,0.7245597699717813,0.0,1.1385939242413705,2.139176463726211,0.9660796932957083,0.5520455390261191,1.6561366170783571,0.9660796932957083,1.41461669375443,1.8631536942131517,1.41461669375443,0.0,0.0,0.6555540775935164,0.0,0.0,2.035667925158814,0.6210512314043839
2022-01-15,0.9454884408939771,0.5402791090822726,0.5402791090822726,0.9454884408939771,0.6753488863528407,0.6753488863528407,0.8104186636234089,0.0,0.0,0.6753488863528407,0.0,0.0,0.0,0.0,2.2961862135996585,3.1066048772230674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-16,0.0,0.0,0.4961496716864093,0.24807483584320464,0.0,0.24807483584320464,0.24807483584320464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.465347045177683,6.201870896080115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-17,1.1358499319639008,0.5851348134359489,0.8260726777919278,1.2391090166878918,0.6195545083439459,0.9981711523319128,1.4456271861358738,0.7572332879759338,0.0,1.2391090166878918,1.7898241352158437,0.9293317625159189,0.516295423619955,1.4456271861358738,1.2046893217798949,1.8586635250318377,1.9619226097558287,1.4800468810438707,0.0,0.0,0.6883938981599399,0.0,0.0,2.0996013893878165,0.6539742032519429
2022-01-18,1.2300794649652131,0.6150397324826066,0.7517152285898525,1.2642483389920247,0.6150397324826066,0.8883907246970983,1.5375993312065164,0.7175463545630411,0.0,1.2642483389920247,1.4350927091260821,0.9225595987239099,0.5125331104021722,1.2642483389920247,1.0934039688579673,1.571768205233328,2.0159635675818772,1.366754961072459,0.0,0.0,0.6833774805362295,0.0,0.0,1.9134569455014427,0.649208606509418
2022-01-19,1.312664656801432,0.6385936168223182,0.8514581557630909,1.0998001178606591,0.5676387705087272,1.0288452715470682,1.4900517725854092,0.7450258862927046,0.0,1.241709810487841,1.5610066188990002,0.8869355789198864,0.4966839241951364,1.4900517725854092,1.0998001178606591,1.6674388883693865,1.95125827362375,1.4190969262718183,0.03547742315679545,0.10643226947038636,0.42572907788154546,0.0,0.0,1.2771872336446364,0.39025165472475004
2022-01-20,1.347244852041999,0.6736224260209995,0.8154376736043678,1.4536062877295253,0.6736224260209995,0.921799109291894,1.3826986639378411,0.8154376736043678,0.0,1.1699757925627887,1.5245139115212094,0.7445300498126837,0.460899554645947,1.347244852041999,1.0281605449794202,1.5599677234170515,2.1981363375422087,1.5954215353128935,0.0,0.0,0.38999193085426287,0.2836304951667366,0.1418152475833683,1.276337228250315,0.38999193085426287
2022-01-21,1.2466157082399054,0.5886796400021777,0.7618207105910534,1.2466157082399054,0.5540514258844025,0.900333567062154,1.0042182094154795,0.6233078541199527,0.0,0.7618207105910534,1.4543849929465564,0.8657053529443789,0.48479499764885214,0.8310771388266037,0.8310771388266037,1.2812439223576806,1.800667134124308,1.2812439223576806,0.31165392705997635,0.5194232117666273,0.3809103552955267,0.5540514258844025,0.31165392705997635,1.1427310658865801,0.3462821411777515
2022-01-22,0.624144980957604,0.156036245239401,0.46810873571820294,0.7801812261970049,0.312072490478802,0.624144980957604,0.624144980957604,0.0,0.0,0.312072490478802,1.7163986976334107,0.0,0.0,0.312072490478802,2.3405436785910148,4.212978621463827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-23,0.0,0.0,0.5730623466647043,0.0,0.0,0.2865311733323522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.151842906655874,5.730623466647044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-24,1.1611941750265373,0.5640085992986038,0.7630704578745817,1.0284862693092187,0.49765464643994456,0.9289553400212298,0.7962474343039113,0.6635395285865927,0.0,0.729893481445252,1.4266099864611745,0.7630704578745817,0.4313006935812853,1.3602560336025151,0.9621323164505595,1.5924948686078226,1.8247337036131301,1.3270790571731854,0.4313006935812853,0.6303625521572631,0.33176976429329635,0.5640085992986038,0.29859278786396676,0.9953092928798891,0.29859278786396676
2022-01-25,1.2104926410214736,0.5888883118482845,0.8179004331226174,1.1450606063716644,0.5561722945233798,0.9814805197471408,0.752468398472808,0.6543203464980939,0.0,0.5888883118482845,1.3086406929961878,0.8506164504475221,0.4580242425486657,0.6543203464980939,0.9160484850973314,1.504936796945616,1.8320969701946628,1.3086406929961878,0.6216043291731892,0.7197523811479033,0.35987619057395165,0.5561722945233798,0.29444415592414225,1.1123445890467596,0.35987619057395165
2022-01-26,1.270967617719573,0.619189352222356,0.847311745146382,1.075434138070408,0.5214226123977735,0.9776673982458254,0.2933002194737476,0.7169560920469386,0.0,0.2933002194737476,1.466501097368738,0.7495450053217995,0.45624478584805184,1.4013232708190164,0.9124895716961037,1.5642678371933205,1.9227458832167899,1.3361454442692946,0.45624478584805184,0.4888336991229127,0.39106695929833013,0.5214226123977735,0.26071130619888677,1.1406119646201296,0.3584780460234693
2022-01-27,1.3384588634030496,0.6357679601164485,0.8030753180418297,1.4388432781582783,0.6023064885313724,0.970382675967211,0.0,0.7696138464567535,0.0,0.0,1.7065350508388881,0.8030753180418297,0.46846060219106733,1.7399965224239644,1.0038441475522872,1.7065350508388881,1.7734579940090407,1.271535920232897,0.6023064885313724,0.6692294317015248,0.36807618743583864,0.4349991306059911,0.2676917726806099,1.2380744486478208,0.36807618743583864
2022-01-28,1.1118199077245277,0.5250260675365825,0.7103293854906705,0.9882843624218024,0.5250260675365825,0.8338649307933957,1.0191682487474838,0.6485616128393078,0.0,0.9882843624218024,1.4515426573070223,0.6485616128393078,0.4014905222338572,1.4824265436327035,0.8956327034447584,1.4515426573070223,1.420658770981341,1.050052135073165,0.43237440855953857,0.46325829488521986,0.3706066359081759,0.4941421812109012,0.2779549769311319,1.1118199077245277,0.3397227495824946
2022-01-29,0.0,0.0,0.3183372776260901,2.0161360916319038,1.0611242587536336,0.3183372776260901,0.6366745552521802,0.0,0.0,0.42444970350145345,0.3183372776260901,0.0,0.0,0.5305621293768168,1.167236684628997,2.2283609433826306,0.0,0.0,0.3183372776260901,0.3183372776260901,0.0,0.0,0.0,0.0,0.0
2022-01-30,0.0,0.0,0.13952803835271546,2.371976651996163,1.2557523451744392,0.2790560767054309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13952803835271546,1.3952803835271548,2.7905607670543096,0.13952803835271546,0.0,0.2790560767054309,0.2790560767054309,0.0,0.0,0.0,0.0,0.0
2022-01-31,1.0180801365185956,0.5235840702095634,0.6981120936127512,1.3089601755239086,0.6690240897122199,0.7562881014138139,0.8435521131154077,0.6108480819111574,0.0,0.7853761053143451,1.454400195026565,1.0180801365185956,0.5526720741100947,1.454400195026565,0.8144641092148764,1.5125762028276277,1.454400195026565,1.1053441482201893,0.4944960663090321,0.5235840702095634,0.3199680429058443,0.4363200585079695,0.2617920351047817,1.1926081599217833,0.290880039005313
2022-02-01,1.3199718614772076,0.6269866342016737,0.8249824134232547,1.1879746753294869,0.6269866342016737,0.9239803030340453,1.1219760822556264,0.6599859307386038,0.0,0.8909810064971151,1.5509669372357189,0.9899788961079057,0.5939873376647434,1.5509669372357189,1.0229781926448358,1.6499648268465095,1.8809599026050208,1.385970454551068,0.23099507575851133,0.23099507575851133,0.19799577922158115,0.26399437229544154,0.16499648268465095,0.6269866342016737,0.19799577922158115
2022-02-02,1.5308218953739796,0.7850368694225537,0.9812960867781921,2.080347703969767,0.9420442433070644,1.1383034606627027,1.2953108345472135,0.8635405563648091,0.0,1.0990516171915752,1.8448366431430012,0.9027923998359367,0.5495258085957876,1.6878292692584904,1.0990516171915752,1.8840884866141288,2.1588513909120226,1.5308218953739796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,1.5373341061054615,0.7124231223415554,0.9373988451862569,1.9497895979874145,0.8999028913788067,1.1623745680309587,1.237366475645859,0.8249109837639061,0.0,1.0498867066086077,2.287253182254467,1.1248786142235083,0.6374312147266548,1.8373017365650637,1.1248786142235083,1.8373017365650637,1.9872855517948649,1.3498543370682101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,1.403958526296524,0.701979263148262,0.9910295479740169,1.527837219793276,0.7845650588127634,1.1562011393030196,1.1974940371352705,0.825857956645014,0.0,0.9910295479740169,1.7343017089545296,0.8671508544772648,0.5368076718192591,1.7343017089545296,1.114908241470769,1.940766198115783,2.0646448916125353,1.4452514241287746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,0.0,0.0,0.1382373171079269,3.7324075619140262,2.21179707372683,0.1382373171079269,0.0,0.0,0.0,0.1382373171079269,0.0,0.0,0.0,0.0,1.6588478052951228,2.7647463421585377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,0.0,0.0,0.14064981011560151,3.797544873121241,2.2503969618496242,0.14064981011560151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5471479112716167,2.953646012427632,0.0,0.14064981011560151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
