timestamp,Toevoer bijgebouw
2024-01-28,0.0
2024-01-29,62.0
2024-01-30,64.0
2024-01-31,60.0
2024-02-01,63.0
2024-02-02,50.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,63.0
2024-02-06,64.0
2024-02-07,59.0
2024-02-08,64.0
2024-02-09,51.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,59.0
2024-02-13,68.0
2024-02-14,62.0
2024-02-15,62.0
2024-02-16,49.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,64.0
2024-02-20,64.0
2024-02-21,58.0
2024-02-22,61.0
2024-02-23,53.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,60.0
2024-02-27,65.0
2024-02-28,63.0
2024-02-29,60.0
2024-03-01,54.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,61.0
2024-03-05,74.0
2024-03-06,63.0
2024-03-07,63.0
2024-03-08,52.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,64.0
2024-03-12,63.0
2024-03-13,61.0
2024-03-14,62.0
2024-03-15,53.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,67.0
2024-03-19,64.0
2024-03-20,61.0
2024-03-21,61.0
2024-03-22,50.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,60.0
2024-03-26,64.0
2024-03-27,61.0
2024-03-28,66.0
2024-03-29,48.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,62.0
2024-04-03,61.0
2024-04-04,64.0
2024-04-05,51.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,64.0
2024-04-09,61.0
2024-04-10,56.0
2024-04-11,59.0
2024-04-12,49.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,67.0
2024-04-16,62.0
2024-04-17,60.0
2024-04-18,57.0
2024-04-19,52.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,58.0
2024-04-23,59.0
2024-04-24,58.0
2024-04-25,58.0
2024-04-26,55.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,56.0
2024-04-30,60.0
2024-05-01,60.0
2024-05-02,62.0
2024-05-03,53.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,60.0
2024-05-07,63.0
2024-05-08,56.0
2024-05-09,0.0
2024-05-10,1.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,64.0
2024-05-14,64.0
2024-05-15,65.0
2024-05-16,61.0
2024-05-17,54.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,64.0
2024-05-22,60.0
2024-05-23,61.0
2024-05-24,53.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,60.0
2024-05-28,65.0
2024-05-29,63.0
2024-05-30,60.0
2024-05-31,51.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,67.0
2024-06-04,62.0
2024-06-05,60.0
2024-06-06,58.0
2024-06-07,52.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,57.0
2024-06-11,62.0
2024-06-12,64.0
2024-06-13,60.0
2024-06-14,52.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,58.0
2024-06-18,59.0
2024-06-19,59.0
2024-06-20,57.0
2024-06-21,51.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,60.0
2024-06-25,67.0
2024-06-26,64.0
2024-06-27,61.0
2024-06-28,51.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,63.0
2024-07-02,60.0
2024-07-03,58.0
2024-07-04,65.0
2024-07-05,53.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,62.0
2024-07-09,67.0
2024-07-10,60.0
2024-07-11,60.0
2024-07-12,51.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,60.0
2024-07-16,63.0
2024-07-17,59.0
2024-07-18,64.0
2024-07-19,52.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,64.0
2024-07-23,64.0
2024-07-24,55.0
2024-07-25,60.0
2024-07-26,54.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,58.0
2024-07-30,62.0
2024-07-31,60.0
2024-08-01,62.0
2024-08-02,50.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,58.0
2024-08-06,61.0
2024-08-07,56.0
2024-08-08,58.0
2024-08-09,43.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,60.0
2024-08-13,61.0
2024-08-14,58.0
2024-08-15,64.0
2024-08-16,52.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,56.0
2024-08-20,65.0
2024-08-21,62.0
2024-08-22,58.0
2024-08-23,53.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,59.0
2024-08-27,61.0
2024-08-28,60.0
2024-08-29,62.0
2024-08-30,51.0
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,63.0
2024-09-03,65.0
2024-09-04,60.0
2024-09-05,63.0
2024-09-06,54.0
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,59.0
2024-09-10,62.0
2024-09-11,59.0
2024-09-12,62.0
2024-09-13,51.0
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,59.0
2024-09-17,61.0
2024-09-18,57.0
2024-09-19,61.0
2024-09-20,51.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,61.0
2024-09-24,64.0
2024-09-25,55.0
2024-09-26,55.0
2024-09-27,51.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,59.0
2024-10-01,65.0
2024-10-02,56.0
2024-10-03,62.0
2024-10-04,50.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,60.0
2024-10-08,63.0
2024-10-09,57.0
2024-10-10,65.0
2024-10-11,55.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,60.0
2024-10-15,70.0
2024-10-16,58.0
2024-10-17,67.0
2024-10-18,53.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,60.0
2024-10-22,63.0
2024-10-23,57.0
2024-10-24,66.0
2024-10-25,51.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,61.0
2024-10-29,62.0
2024-10-30,56.0
2024-10-31,60.0
2024-11-01,48.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,62.0
2024-11-05,68.0
2024-11-06,61.0
2024-11-07,65.0
2024-11-08,52.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,59.0
2024-11-12,67.0
2024-11-13,57.0
2024-11-14,65.0
2024-11-15,49.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,61.0
2024-11-19,61.0
2024-11-20,61.0
2024-11-21,63.0
2024-11-22,51.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,59.0
2024-11-26,68.0
2024-11-27,58.0
2024-11-28,61.0
2024-11-29,49.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,59.0
2024-12-03,62.0
2024-12-04,61.0
2024-12-05,61.0
2024-12-06,52.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,59.0
2024-12-10,63.0
2024-12-11,58.0
2024-12-12,60.0
2024-12-13,44.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,61.0
2024-12-17,64.0
2024-12-18,61.0
2024-12-19,61.0
2024-12-20,50.0
2024-12-21,0.0
