timestamp,Toevoer bijgebouw
2024-12-22,0.0
2024-12-23,46.0
2024-12-24,35.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,1.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,46.0
2025-01-03,40.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,59.0
2025-01-07,71.0
2025-01-08,57.0
2025-01-09,59.0
2025-01-10,49.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,62.0
2025-01-14,65.0
2025-01-15,57.0
2025-01-16,71.0
2025-01-17,53.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,59.0
2025-01-21,59.0
2025-01-22,56.0
2025-01-23,56.0
2025-01-24,55.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,57.0
2025-01-28,60.0
2025-01-29,61.0
2025-01-30,62.0
2025-01-31,52.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,60.0
2025-02-04,66.0
2025-02-05,60.0
2025-02-06,60.0
2025-02-07,54.0
2025-02-08,13.0
2025-02-09,0.0
2025-02-10,60.0
2025-02-11,63.0
2025-02-12,59.0
2025-02-13,58.0
2025-02-14,49.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,60.0
2025-02-18,62.0
2025-02-19,60.0
2025-02-20,62.0
2025-02-21,49.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,59.0
2025-02-25,61.0
2025-02-26,61.0
2025-02-27,63.0
2025-02-28,54.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,62.0
2025-03-04,62.0
2025-03-05,58.0
2025-03-06,67.0
2025-03-07,51.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,61.0
2025-03-11,62.0
2025-03-12,58.0
2025-03-13,61.0
2025-03-14,53.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,62.0
2025-03-18,60.0
2025-03-19,62.0
2025-03-20,61.0
2025-03-21,49.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,61.0
2025-03-25,62.0
2025-03-26,60.0
2025-03-27,61.0
2025-03-28,55.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,58.0
2025-04-01,66.0
2025-04-02,63.0
2025-04-03,63.0
2025-04-04,48.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,59.0
2025-04-08,62.0
2025-04-09,60.0
2025-04-10,65.0
2025-04-11,54.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,60.0
2025-04-15,65.0
2025-04-16,58.0
2025-04-17,61.0
2025-04-18,46.0
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,0.0
2025-04-22,60.0
2025-04-23,57.0
2025-04-24,62.0
2025-04-25,50.0
2025-04-26,0.0
2025-04-27,0.0
2025-04-28,55.0
2025-04-29,64.0
2025-04-30,62.0
2025-05-01,63.0
2025-05-02,51.0
2025-05-03,0.0
2025-05-04,0.0
2025-05-05,0.0
2025-05-06,60.0
2025-05-07,59.0
2025-05-08,58.0
2025-05-09,50.0
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,62.0
2025-05-13,62.0
2025-05-14,62.0
2025-05-15,63.0
2025-05-16,52.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,61.0
2025-05-20,59.0
2025-05-21,59.0
2025-05-22,60.0
2025-05-23,56.0
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,56.0
2025-05-27,62.0
2025-05-28,60.0
2025-05-29,0.0
2025-05-30,4.0
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,60.0
2025-06-03,62.0
2025-06-04,59.0
